canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,class_score,margin,seed_sim,rank_score,needs_review,review_reason,source,matched_query,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:pafotapositionbasedapproachforfindingoptimaltestsofautonomousvehicles,W4396787112,10.48550/arxiv.2405.03326,PAFOT: A Position-Based Approach for Finding Optimal Tests of Autonomous Vehicles,2024,2024-05-06,arXiv (Cornell University),preprint,0,Trajectory-related,0.6527,0.2746,0.7164,0.7264,False,,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:categorizingdatadrivenmethodsfortestscenariogenerationtoassessautomateddrivingsystems,W4393972868,10.1109/access.2024.3385646,Categorizing Data-Driven Methods for Test Scenario Generation to Assess Automated Driving Systems,2024,2024-01-01,IEEE Access,article,15,Trajectory-related,0.7042,0.3749,0.7156,0.7256,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:enhancingautonomousvehicletrainingwithlanguagemodelintegrationandcriticalscenariogeneration,W4394839142,10.48550/arxiv.2404.08570,Enhancing Autonomous Vehicle Training with Language Model Integration and Critical Scenario Generation,2024,2024-04-12,arXiv (Cornell University),preprint,3,Trajectory-related,0.7092,0.302,0.7153,0.7253,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:umadunsupervisedmasklevelanomalydetectionforautonomousdriving,W4399554328,10.48550/arxiv.2406.06370,UMAD: Unsupervised Mask-Level Anomaly Detection for Autonomous Driving,2024,2024-06-10,arXiv (Cornell University),preprint,0,Perception-related,0.6768,0.4044,0.7148,0.7248,False,,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:realtimequalitymonitoringandanomalydetectionforvisionsensorsinconnectedandautonomousvehicles,W4406947102,10.1109/access.2025.3536524,Real-Time Quality Monitoring and Anomaly Detection for Vision Sensors in Connected and Autonomous Vehicles,2025,2025-01-01,IEEE Access,article,6,Perception-related,0.7193,0.3414,0.7048,0.7248,False,,auto-discovered,"""anomaly detection"" ""autonomous vehicle""",,,,,,,,,
title:fullcoveragetestingmethodforautomateddrivingsysteminlogicalscenarioparametersspace,W4414240617,10.3390/s25185764,Full Coverage Testing Method for Automated Driving System in Logical Scenario Parameters Space,2025,2025-09-16,Sensors,article,0,Trajectory-related,0.6796,0.3269,0.7045,0.7245,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:driverbehaviorinmixedtrafficwithautonomousvehicles,W7159963630,10.3390/futuretransp6030097,Driver Behavior in Mixed Traffic with Autonomous Vehicles,2026,2026-04-28,Future Transportation,article,1,Trajectory-related,0.6797,0.28,0.6945,0.7245,False,,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:mjtgamultivehiclejointtrajectorygeneratorforcomplexandrarescenarios,W4410153201,10.1109/tvt.2025.3567636,MJTG: A Multi-Vehicle Joint Trajectory Generator for Complex and Rare Scenarios,2025,2025-05-07,IEEE Transactions on Vehicular Technology,article,3,Trajectory-related,0.7184,0.3881,0.7041,0.7241,False,,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:edgecasedetectioninautomateddrivingmethodschallengesandfuturedirections,W4403444213,10.48550/arxiv.2410.08491,"Edge Case Detection in Automated Driving: Methods, Challenges and Future Directions",2024,2024-10-11,arXiv (Cornell University),preprint,1,Trajectory-related,0.7569,0.316,0.714,0.724,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:drivingsimulatorsforautonomousvehiclescomprehensivereviewofcurrentapplicationsandresearchtrends,W7167706574,10.3390/vehicles8070158,Driving Simulators for Autonomous Vehicles: Comprehensive Review of Current Applications and Research Trends,2026,2026-07-07,Vehicles,article,1,Trajectory-related,0.6453,0.2344,0.694,0.724,False,,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:highrisktestscenariogenerationforautonomousvehiclesatroundaboutsusingnaturalisticdrivingdata,W4409606255,10.3390/app15084505,High-Risk Test Scenario Generation for Autonomous Vehicles at Roundabouts Using Naturalistic Driving Data,2025,2025-04-19,Applied Sciences,article,5,Trajectory-related,0.7419,0.3542,0.7038,0.7238,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:riskestimationforautomateddriving,W7125460154,,Risk Estimation for Automated Driving,2026,2026-01-21,arXiv (Cornell University),preprint,0,Trajectory-related,0.7534,0.3164,0.6931,0.7231,True,current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:safetytestingofautomateddrivingsystemsaliteraturereview,W4387951757,10.1109/access.2023.3327918,Safety Testing of Automated Driving Systems: A Literature Review,2023,2023-01-01,IEEE Access,article,21,Trajectory-related,0.7495,0.3967,0.723,0.723,False,,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:generatingtestcasesforautonomousvehicleswithcontrollablelevelsofdifficulty,W7160928708,10.1109/ojits.2026.3692749,Generating Test Cases for Autonomous Vehicles With Controllable Levels of Difficulty,2026,2026-01-01,IEEE Open Journal of Intelligent Transportation Systems,article,0,Trajectory-related,0.6894,0.3577,0.6926,0.7226,False,,auto-discovered,"""novelty detection"" ""automated driving""",,,,,,,,,
title:seekingtocollideonlinesafetycriticalscenariogenerationforautonomousdrivingwithretrievalaugmentedlargelanguagemodels,W4414769674,10.48550/arxiv.2505.00972,Seeking to Collide: Online Safety-Critical Scenario Generation for Autonomous Driving with Retrieval Augmented Large Language Models,2025,2025-05-02,arXiv (Cornell University),preprint,1,Trajectory-related,0.7116,0.4095,0.7025,0.7225,False,,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:anevolvingscenariogenerationmethodbasedondualmodaldrivermodeltrainedbymultiagentreinforcementlearning,W4416553128,10.48550/arxiv.2508.02027,An Evolving Scenario Generation Method based on Dual-modal Driver Model Trained by Multi-Agent Reinforcement Learning,2025,2025-08-04,arXiv (Cornell University),preprint,0,Trajectory-related,0.6902,0.2868,0.7022,0.7222,False,,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:theroadtosafeautomateddrivingsystemsareviewofmethodsprovidingsafetyevidence,W4406983017,10.1109/tits.2025.3532684,The Road to Safe Automated Driving Systems: A Review of Methods Providing Safety Evidence,2025,2025-01-30,IEEE Transactions on Intelligent Transportation Systems,article,11,Knowledge-driven,0.6561,0.295,0.7021,0.7221,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:oddandbehaviorbasedapproachtoscenariocoverageforautomateddrivingsystemstesting,W7131099619,10.1109/access.2026.3665396,ODD and Behavior-Based Approach to Scenario Coverage for Automated Driving Systems Testing,2026,2026-01-01,IEEE Access,article,1,Knowledge-driven,0.6675,0.3701,0.6915,0.7215,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:realisticcornercasegenerationforautonomousvehicleswithmultimodallargelanguagemodel,W4417491018,10.26599/tst.2025.9010178,Realistic Corner Case Generation for Autonomous Vehicles with Multimodal Large Language Model,2025,2025-12-19,Tsinghua Science & Technology,article,0,Trajectory-related,0.6875,0.3661,0.7014,0.7214,False,,auto-discovered,"""corner case"" ""autonomous vehicle""",,,,,,,,,
title:surveyonbuildingoperationsafetyassuranceframeworktowardsaidrivenautonomousdrivingahierarchicalriskfilteringperspective,W7134856198,10.26599/commtr.2026.9640018,Survey on Building Operation Safety Assurance Framework towards AI-driven Autonomous Driving: A Hierarchical Risk-Filtering Perspective,2026,2026-03-01,Communications in Transportation Research,article,0,Knowledge-driven,0.6907,0.3688,0.6912,0.7212,False,,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:investigatingthepotentialofascenariocatalogueforautomateddrivingsafetyevaluationtocoverrealworldcrashes,W4388019596,10.20485/jsaeijae.14.4_92,Investigating the Potential of a Scenario Catalogue for Automated Driving Safety Evaluation to Cover Real-World Crashes,2023,2023-01-01,International Journal of Automotive Engineering,article,0,Knowledge-driven,0.7837,0.4181,0.721,0.721,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:taskdrivencontrollablescenariogenerationframeworkbasedonaog,W4390905269,10.1109/tits.2023.3347535,Task-Driven Controllable Scenario Generation Framework Based on AOG,2024,2024-01-16,IEEE Transactions on Intelligent Transportation Systems,article,15,Trajectory-related,0.6796,0.3792,0.7107,0.7207,False,,auto-discovered,"""scenario generation"" ""autonomous vehicle""",,,,,,,,,
title:outofdistributiondataanacquaintanceofadversarialexamplesasurvey,W4394673035,10.48550/arxiv.2404.05219,Out-of-Distribution Data: An Acquaintance of Adversarial Examples -- A Survey,2024,2024-04-08,arXiv (Cornell University),preprint,0,Perception-related,0.7323,0.5169,0.7105,0.7205,False,,auto-discovered,"""out-of-distribution"" ""automated vehicle""",,,,,,,,,
title:trackanyanomalousobjectagranularvideoanomalydetectionpipeline,W4416137847,10.48550/arxiv.2506.05175,Track Any Anomalous Object: A Granular Video Anomaly Detection Pipeline,2025,2025-06-05,arXiv (Cornell University),preprint,0,Perception-related,0.6659,0.4655,0.7002,0.7202,False,,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:unsuperviseddeeplearningforanomalydetectioninautomotivetrucksasurvey,W4414890241,10.1145/3771089,Unsupervised Deep Learning for Anomaly Detection in Automotive Trucks: A Survey,2025,2025-10-07,ACM Computing Surveys,article,4,Perception-related,0.6456,0.2705,0.7002,0.7202,False,,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:pixelwisegradientuncertaintyforconvolutionalneuralnetworksappliedtooutofdistributionsegmentation,W4324297250,10.48550/arxiv.2303.06920,Pixel-wise Gradient Uncertainty for Convolutional Neural Networks applied to Out-of-Distribution Segmentation,2023,2023-03-13,arXiv (Cornell University),preprint,2,Perception-related,0.7468,0.4742,0.7201,0.7201,False,,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:crashagentcrashscenariogenerationviamultimodalreasoning,W4414581176,10.48550/arxiv.2505.18341,CrashAgent: Crash Scenario Generation via Multi-modal Reasoning,2025,2025-05-23,arXiv (Cornell University),preprint,1,Trajectory-related,0.7146,0.4171,0.7001,0.7201,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:graspingcausalityfortheexplanationofcriticalityforautomateddriving,W4408859486,10.1109/access.2025.3555177,Grasping Causality for the Explanation of Criticality for Automated Driving,2025,2025-01-01,IEEE Access,article,3,Knowledge-driven,0.7596,0.4071,0.7,0.72,False,,auto-discovered,"""critical scenario"" ""automated driving""",,,,,,,,,
title:scenariogenerationforautonomousvehicleswithdeeplearningbasedheterogeneousdrivermodelsimplementationandverification,W4376630485,10.3390/s23094570,Scenario Generation for Autonomous Vehicles with Deep-Learning-Based Heterogeneous Driver Models: Implementation and Verification,2023,2023-05-08,Sensors,article,11,Trajectory-related,0.7628,0.3597,0.72,0.72,False,,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:neconeuralcollapsebasedoutofdistributiondetection,W4387561539,10.48550/arxiv.2310.06823,NECO: NEural Collapse Based Out-of-distribution detection,2023,2023-10-10,arXiv (Cornell University),preprint,3,Perception-related,0.7397,0.5016,0.7192,0.7192,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:acomprehensivereviewonontologiesforscenariobasedtestinginthecontextofautonomousdriving,W4366851058,10.48550/arxiv.2304.10837,A Comprehensive Review on Ontologies for Scenario-based Testing in the Context of Autonomous Driving,2023,2023-04-21,arXiv (Cornell University),preprint,2,Knowledge-driven,0.6747,0.4055,0.719,0.719,False,,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:applicationofsurrogatesafetymeasuresinhigherlevelsofautomatedvehiclessimulationstudiesareviewofthestateofthepractice,W4320710053,10.1080/15389588.2023.2176711,Application of surrogate safety measures in higher levels of automated vehicles simulation studies: A review of the state of the practice,2023,2023-02-14,Traffic Injury Prevention,article,17,Trajectory-related,0.7131,0.3853,0.719,0.719,False,,auto-discovered,"""surrogate safety"" ""automated vehicle""",,,,,,,,,
title:improvingoutofdistributiondetectionbyenforcingconfidencemargin,W4408891187,10.1007/s10115-025-02380-y,Improving out-of-distribution detection by enforcing confidence margin,2025,2025-03-25,Knowledge and Information Systems,article,1,Perception-related,0.7464,0.3814,0.6986,0.7186,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:minimumriskmaneuverstrategyforautomateddrivingsystemundermultipleconditionsofsensorfailure,W7123762737,10.3390/systems14010087,Minimum Risk Maneuver Strategy for Automated Driving System Under Multiple Conditions of Sensor Failure,2026,2026-01-13,Systems,article,0,Trajectory-related,0.735,0.323,0.6878,0.7178,False,,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:generativeadversarialsyntheticneighborsbasedunsupervisedanomalydetection,W4406000854,10.1038/s41598-024-84863-6,Generative adversarial synthetic neighbors-based unsupervised anomaly detection,2025,2025-01-02,Scientific Reports,article,13,Perception-related,0.6614,0.4016,0.6976,0.7176,False,,auto-discovered,"""anomaly detection"" ""automated vehicle""",,,,,,,,,
title:neuroncapphotorealisticclosedloopsafetytestingforautonomousdriving,W4394782038,10.48550/arxiv.2404.07762,NeuroNCAP: Photorealistic Closed-loop Safety Testing for Autonomous Driving,2024,2024-04-11,arXiv (Cornell University),preprint,1,Trajectory-related,0.6945,0.3605,0.7076,0.7176,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:oddandbehaviorbasedscenariogenerationforautomateddrivingsystems,W4390604444,10.1109/access.2024.3350512,ODD and Behavior Based Scenario Generation for Automated Driving Systems,2024,2024-01-01,IEEE Access,article,21,Knowledge-driven,0.676,0.3939,0.707,0.717,False,,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:fixdriveautomaticallyrepairingautonomousvehicledrivingbehaviourfor008perviolation,W4407570099,10.48550/arxiv.2502.08260,FixDrive: Automatically Repairing Autonomous Vehicle Driving Behaviour for $0.08 per Violation,2025,2025-02-12,arXiv (Cornell University),preprint,0,Trajectory-related,0.7076,0.2913,0.697,0.717,False,,auto-discovered,"""near-miss"" ""autonomous vehicle""",,,,,,,,,
title:anchordrivellmscenariorolloutwithanchorguideddiffusionregenerationforsafetycriticalscenariogeneration,W7133570750,,AnchorDrive: LLM Scenario Rollout with Anchor-Guided Diffusion Regeneration for Safety-Critical Scenario Generation,2026,2026-03-03,arXiv (Cornell University),preprint,0,Trajectory-related,0.6258,0.364,0.6869,0.7169,True,current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:catclosedloopadversarialtrainingforsafeendtoenddriving,W4387838419,10.48550/arxiv.2310.12432,CAT: Closed-loop Adversarial Training for Safe End-to-End Driving,2023,2023-10-19,arXiv (Cornell University),preprint,1,Trajectory-related,0.7186,0.3326,0.7169,0.7169,False,,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
